Cruise,Transect,Station,Latitude,Longitude,Time_PST,Night0Day1,Class,Abundance (#/m^2),ESD_n,ESD_mean,ESD_mean-1outlier,ESD_mean-2outliers,Feret_n,Feret_mean,Feret_mean-1outlier,Feret_mean-2outliers,ugcarbon_n,ugcarbon_mean,ugcarbon_mean-1outlier,ugcarbon_mean-2outliers,Carbon_mg_sum,Carbon_mg_sum-1outlier,Carbon_mg_sum-2outliers
P1706,2,8,34.907,-122.472,18-Jun-2017 07:32:00,1,All Non-Calanoid Copepods,33750.658413,126,0.403762,0.404051,0.402241,126,0.775377,0.778204,0.772075,126,1.193269,1.209526,1.176754,40.273612,40.490396,39.070433
P1706,2,8,34.907,-122.472,18-Jun-2017 07:32:00,1,appendicularia,5492.027871,26,0.467603,0.462778,0.449956,26,1.116014,1.097131,1.051639,26,1.127907,1.079506,0.914713,6.194495,5.632467,4.521643
P1706,2,8,34.907,-122.472,18-Jun-2017 07:32:00,1,bryozoan_larvae,3018.351565,11,0.50045,0.476287,0.491696,11,0.630966,0.597917,0.619792,11,1.30845,1.045531,1.12302,3.949362,2.868892,2.773365
P1706,2,8,34.907,-122.472,18-Jun-2017 07:32:00,1,chaetognatha,891.78569,10,1.547436,2.087983,2.210054,10,5.298718,7.214352,7.75612,10,29.881927,23.925976,17.826048,26.648275,19.695547,13.45132
P1706,2,8,34.907,-122.472,18-Jun-2017 07:32:00,1,cnidaria_ctenophores,412.965373,4,1.481467,1.409224,2.503242,4,1.997436,1.904514,3.178125,4,32.61357,31.658057,49.190753,13.468275,13.030247,6.748863
P1706,2,8,34.907,-122.472,18-Jun-2017 07:32:00,1,copepoda_calanoida,88286.783287,372,0.549238,0.665911,0.661698,372,0.97359,1.191058,1.180598,372,3.650553,7.411635,7.10687,322.295571,652.315712,623.542494
P1706,2,8,34.907,-122.472,18-Jun-2017 07:32:00,1,copepoda_eucalanids,548.791194,8,2.874455,2.955707,3.055548,8,6.398177,6.662351,6.530035,8,255.882017,277.343933,262.641025,140.425798,133.17842,108.101311
P1706,2,8,34.907,-122.472,18-Jun-2017 07:32:00,1,copepoda_harpacticoida,274.395597,1,0.472503,NaN,NaN,1,1.63125,NaN,NaN,1,1.166241,NaN,NaN,0.320011,NaN,NaN
P1706,2,8,34.907,-122.472,18-Jun-2017 07:32:00,1,copepoda_oithona_like,23255.026833,87,0.382722,0.383371,0.381048,87,0.773565,0.777435,0.768992,87,1.118843,1.136562,1.08776,26.018715,26.118909,24.698946
P1706,2,8,34.907,-122.472,18-Jun-2017 07:32:00,1,copepoda_others,274.395597,1,0.366452,NaN,NaN,1,0.7125,NaN,NaN,1,0.931742,NaN,NaN,0.255666,NaN,NaN
P1706,2,8,34.907,-122.472,18-Jun-2017 07:32:00,1,copepoda_poecilostomatoids,9946.840386,37,0.452086,0.446741,0.441596,37,0.757737,0.749475,0.736839,37,1.375233,1.331395,1.261898,13.67922,12.877846,11.859378
P1706,2,8,34.907,-122.472,18-Jun-2017 07:32:00,1,crustacea_others,548.791194,2,0.455502,0.543612,NaN,2,0.601042,0.429167,NaN,2,0.173237,0.051747,NaN,0.095071,0.014199,NaN
P1706,2,8,34.907,-122.472,18-Jun-2017 07:32:00,1,doliolids,617.390093,9,4.457797,4.601119,4.776923,9,7.078241,7.432682,7.627679,9,42.476173,46.207449,43.565358,26.224368,25.358241,20.919749
P1706,2,8,34.907,-122.472,18-Jun-2017 07:32:00,1,eggs,53918.734781,198,0.42416,0.422666,0.423261,198,0.493174,0.491099,0.489522,198,9.741875,9.077989,8.933201,525.2696,486.982694,476.764447
P1706,2,8,34.907,-122.472,18-Jun-2017 07:32:00,1,euphausiids,2263.763674,15,0.95708,1.090653,1.111111,15,1.875789,2.20612,2.108569,15,15.248348,12.414926,10.469659,34.518656,27.252807,22.264419
P1706,2,8,34.907,-122.472,18-Jun-2017 07:32:00,1,multiples,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1706,2,8,34.907,-122.472,18-Jun-2017 07:32:00,1,nauplii,50695.958496,188,0.44023,0.438109,0.436837,188,0.646813,0.642858,0.640163,188,2.305794,2.260135,2.230559,116.894438,113.959515,111.856208
P1706,2,8,34.907,-122.472,18-Jun-2017 07:32:00,1,ostracods,1097.582387,4,0.360641,0.367706,0.367957,4,0.561458,0.511111,0.516667,4,0.938735,0.704776,0.724108,1.030339,0.580162,0.397384
P1706,2,8,34.907,-122.472,18-Jun-2017 07:32:00,1,others,14407.140813,55,0.351627,0.360841,0.339291,55,1.02653,1.028426,1.012901,55,0.892841,1.038062,0.445982,12.86328,14.670661,6.180569
P1706,2,8,34.907,-122.472,18-Jun-2017 07:32:00,1,polychaete,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1706,2,8,34.907,-122.472,18-Jun-2017 07:32:00,1,pteropoda,21265.658756,79,0.344357,0.342267,0.340417,79,0.427557,0.424622,0.42223,79,0.956404,0.923199,0.89612,20.338556,19.379107,18.564809
P1706,2,8,34.907,-122.472,18-Jun-2017 07:32:00,1,pyrosomes,5.487912,4,16.053746,14.521298,15.816688,4,25.41875,22.972917,25.34375,4,6085.76142,4950.357715,4016.065534,33.398123,20.375345,11.019907
P1706,2,8,34.907,-122.472,18-Jun-2017 07:32:00,1,rhizaria,19825.081872,73,0.360308,0.358004,0.356004,73,0.459328,0.450212,0.444966,73,0.468486,0.456048,0.445916,9.287774,8.916045,8.595605
P1706,2,8,34.907,-122.472,18-Jun-2017 07:32:00,1,salps,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1706,2,9,34.982,-122.516,18-Jun-2017 08:46:00,1,All Classes,404880.143113,635,0.468463,0.784391,0.772558,635,0.811368,1.364554,1.347625,635,3.250072,10.321726,9.649693,1315.889528,4171.67624,3893.159294
P1706,2,9,34.982,-122.516,18-Jun-2017 08:46:00,1,All Copepods,203295.169946,296,0.46512,0.513265,0.504693,296,0.860323,0.963293,0.943881,296,2.303403,5.855182,4.979275,468.270691,1186.140496,1005.136646
P1706,2,9,34.982,-122.516,18-Jun-2017 08:46:00,1,All Calanoid Copepods,114491.949911,170,0.49388,0.517161,0.51565,170,0.897957,0.939219,0.935777,170,2.967027,3.492007,3.335902,339.70072,399.556866,381.456481
P1706,2,9,34.982,-122.516,18-Jun-2017 08:46:00,1,All Non-Calanoid Copepods,88803.220036,126,0.42804,0.425831,0.423773,126,0.811804,0.806184,0.801167,126,1.447808,1.418408,1.391655,128.569971,124.944259,121.591828
P1706,2,9,34.982,-122.516,18-Jun-2017 08:46:00,1,appendicularia,7228.980322,12,0.450932,0.394522,0.382824,12,1.151323,1.040553,0.99439,12,1.05989,0.791463,0.68101,7.661927,5.15513,3.948394
P1706,2,9,34.982,-122.516,18-Jun-2017 08:46:00,1,bryozoan_larvae,5724.50805,8,0.434316,0.452898,0.474695,8,0.555339,0.58006,0.606597,8,0.85936,0.770612,0.856934,4.919411,3.859951,3.679145
P1706,2,9,34.982,-122.516,18-Jun-2017 08:46:00,1,chaetognatha,715.563506,10,2.221736,2.380385,2.460952,10,7.450938,8.052083,7.701042,10,47.11822,40.069044,32.564499,33.716079,25.804751,18.641574
P1706,2,9,34.982,-122.516,18-Jun-2017 08:46:00,1,cnidaria_ctenophores,288.014311,5,2.508577,2.437458,3.252158,5,4.573454,4.267588,5.672878,5,65.470473,61.786918,79.858945,18.856433,13.37427,11.57169
P1706,2,9,34.982,-122.516,18-Jun-2017 08:46:00,1,copepoda_calanoida,114062.611807,164,0.485401,0.500862,0.491688,164,0.87803,0.906844,0.891045,164,2.086752,2.506656,2.201034,238.02036,284.122047,247.905681
P1706,2,9,34.982,-122.516,18-Jun-2017 08:46:00,1,copepoda_eucalanids,429.338104,6,2.746594,2.848354,2.758235,6,6.19184,5.90125,6.148698,6,236.830506,206.351121,225.916816,101.68036,73.828666,64.663131
P1706,2,9,34.982,-122.516,18-Jun-2017 08:46:00,1,copepoda_harpacticoida,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1706,2,9,34.982,-122.516,18-Jun-2017 08:46:00,1,copepoda_oithona_like,55171.735242,79,0.399835,0.395032,0.391312,79,0.79691,0.784152,0.775703,79,1.235626,1.172993,1.126229,68.171638,63.876683,60.524252
P1706,2,9,34.982,-122.516,18-Jun-2017 08:46:00,1,copepoda_others,715.563506,1,0.317792,NaN,NaN,1,0.536458,NaN,NaN,1,0.456767,NaN,NaN,0.326846,NaN,NaN
P1706,2,9,34.982,-122.516,18-Jun-2017 08:46:00,1,copepoda_poecilostomatoids,32915.921288,46,0.477712,0.473178,0.477158,46,0.842754,0.834005,0.82545,46,1.824998,1.773248,1.72406,60.071487,57.099209,54.28169
P1706,2,9,34.982,-122.516,18-Jun-2017 08:46:00,1,crustacea_others,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1706,2,9,34.982,-122.516,18-Jun-2017 08:46:00,1,doliolids,2361.359571,33,5.049281,4.991872,4.932356,33,7.471307,7.363867,7.262332,33,48.998959,47.131797,45.429121,115.704161,107.922542,100.773005
P1706,2,9,34.982,-122.516,18-Jun-2017 08:46:00,1,eggs,50878.354204,73,0.415218,0.415744,0.417421,73,0.484707,0.48093,0.478408,73,8.73762,8.512166,8.336967,444.555716,426.994013,412.2399
P1706,2,9,34.982,-122.516,18-Jun-2017 08:46:00,1,euphausiids,4436.493739,8,0.599688,0.790116,0.560624,8,1.143868,1.766466,1.032292,8,6.883672,11.423232,0.51735,30.539368,42.505051,1.554827
P1706,2,9,34.982,-122.516,18-Jun-2017 08:46:00,1,multiples,715.563506,1,0.602555,NaN,NaN,1,0.917708,NaN,NaN,1,2.073152,NaN,NaN,1.483472,NaN,NaN
P1706,2,9,34.982,-122.516,18-Jun-2017 08:46:00,1,nauplii,61180.679785,90,0.431997,0.427488,0.425111,90,0.646228,0.636953,0.632068,90,2.319687,2.235827,2.186711,141.920013,135.189537,130.655002
P1706,2,9,34.982,-122.516,18-Jun-2017 08:46:00,1,ostracods,4293.381038,6,0.374983,0.360712,0.374546,6,0.510938,0.493333,0.477865,6,0.719182,0.652071,0.597694,3.087721,2.332992,1.710753
P1706,2,9,34.982,-122.516,18-Jun-2017 08:46:00,1,others,30840.78712,44,0.329205,0.325368,0.318167,44,0.966797,0.958568,0.951478,44,0.530363,0.36786,0.321379,16.356815,11.081854,9.451638
P1706,2,9,34.982,-122.516,18-Jun-2017 08:46:00,1,polychaete,715.563506,1,0.5246,NaN,NaN,1,0.73125,NaN,NaN,1,4.997229,NaN,NaN,3.575835,NaN,NaN
P1706,2,9,34.982,-122.516,18-Jun-2017 08:46:00,1,pteropoda,10019.677996,15,0.334751,0.329745,0.320955,15,0.416686,0.407143,0.398237,15,0.909439,0.755057,0.676723,9.112284,7.56408,6.295093
P1706,2,9,34.982,-122.516,18-Jun-2017 08:46:00,1,pyrosomes,1.788909,1,7.456035,NaN,NaN,1,9.078125,NaN,NaN,1,828.877284,NaN,NaN,1.482786,NaN,NaN
P1706,2,9,34.982,-122.516,18-Jun-2017 08:46:00,1,rhizaria,22184.257603,32,0.404816,0.398147,0.394672,32,0.503054,0.489061,0.478735,32,0.660235,0.621574,0.602639,14.646816,13.344371,12.506644
P1706,2,9,34.982,-122.516,18-Jun-2017 08:46:00,1,salps,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1706,2,10,35.053,-122.567,18-Jun-2017 10:09:59,1,All Classes,563907.419847,1113,0.486884,0.784593,0.769182,1113,0.801212,1.315128,1.289066,1113,3.944496,41.109625,34.477796,2224.330528,23179.673764,19420.615913
P1706,2,10,35.053,-122.567,18-Jun-2017 10:09:59,1,All Copepods,277397.176621,521,0.485512,0.571671,0.566496,521,0.865297,1.048648,1.035723,521,2.640985,8.677686,7.979261,732.601682,2402.207715,2204.306523
P1706,2,10,35.053,-122.567,18-Jun-2017 10:09:59,1,All Calanoid Copepods,204205.539336,391,0.509514,0.567278,0.566576,391,0.891627,0.998942,0.997178,391,3.122393,5.361658,5.266192,637.609855,1094.57384,1074.783721
P1706,2,10,35.053,-122.567,18-Jun-2017 10:09:59,1,All Non-Calanoid Copepods,73191.637285,130,0.418547,0.416825,0.415122,130,0.791836,0.786482,0.781741,130,1.297851,1.262847,1.237929,94.991827,91.708343,89.191493
P1706,2,10,35.053,-122.567,18-Jun-2017 10:09:59,1,appendicularia,11085.659862,24,0.500512,0.533992,0.514857,24,1.189642,1.296714,1.243093,24,1.498193,1.807385,1.541182,16.608457,20.033469,16.202257
P1706,2,10,35.053,-122.567,18-Jun-2017 10:09:59,1,bryozoan_larvae,2285.408553,4,0.437521,0.464653,0.49433,4,0.541146,0.574306,0.601042,4,0.819009,0.955219,1.127225,1.871771,1.637299,1.288085
P1706,2,10,35.053,-122.567,18-Jun-2017 10:09:59,1,chaetognatha,1199.83949,12,1.956188,2.991043,3.08494,12,5.425942,8.098281,8.421985,12,30.539769,56.028469,34.98224,36.642821,64.023971,19.987178
P1706,2,10,35.053,-122.567,18-Jun-2017 10:09:59,1,cnidaria_ctenophores,631.344113,4,2.127039,1.582405,1.392979,4,3.177189,2.300546,1.993318,4,46.608658,36.824175,33.36382,29.426102,2.209155,1.953905
P1706,2,10,35.053,-122.567,18-Jun-2017 10:09:59,1,copepoda_calanoida,203062.83506,380,0.502069,0.554376,0.550137,380,0.870782,0.964522,0.957268,380,2.251477,3.907133,3.760303,457.19136,791.161186,759.280826
P1706,2,10,35.053,-122.567,18-Jun-2017 10:09:59,1,copepoda_eucalanids,1142.704276,11,1.832428,2.850254,2.891394,11,4.595885,6.731689,6.636516,11,157.887302,285.539141,273.636777,180.418495,309.972457,281.417324
P1706,2,10,35.053,-122.567,18-Jun-2017 10:09:59,1,copepoda_harpacticoida,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1706,2,10,35.053,-122.567,18-Jun-2017 10:09:59,1,copepoda_oithona_like,57765.129553,103,0.392672,0.390161,0.387962,103,0.760291,0.752697,0.746323,103,1.092295,1.044917,1.011011,63.096591,59.762725,57.245874
P1706,2,10,35.053,-122.567,18-Jun-2017 10:09:59,1,copepoda_others,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1706,2,10,35.053,-122.567,18-Jun-2017 10:09:59,1,copepoda_poecilostomatoids,15426.507732,27,0.515434,0.522665,0.528622,27,0.909954,0.923678,0.936833,27,2.06756,2.001464,1.935995,31.895237,29.732065,27.653377
P1706,2,10,35.053,-122.567,18-Jun-2017 10:09:59,1,crustacea_others,3428.112829,6,0.681216,0.730321,0.688054,6,1.014757,0.926458,1.004948,6,0.781128,0.553708,0.655099,2.677795,1.581811,1.497168
P1706,2,10,35.053,-122.567,18-Jun-2017 10:09:59,1,doliolids,1714.056415,30,4.645429,4.568557,4.64269,30,6.928507,6.808154,6.703274,30,41.40607,39.457421,37.864125,70.97234,65.377837,60.574496
P1706,2,10,35.053,-122.567,18-Jun-2017 10:09:59,1,eggs,94903.018537,168,0.415803,0.415179,0.413498,168,0.484397,0.482973,0.480323,168,9.119078,8.98425,8.693755,865.428048,847.499305,815.129168
P1706,2,10,35.053,-122.567,18-Jun-2017 10:09:59,1,euphausiids,14855.155593,44,0.853268,1.264465,1.201598,44,1.620581,2.690408,2.521934,44,6.578257,31.675728,25.958202,97.721037,468.738071,369.298735
P1706,2,10,35.053,-122.567,18-Jun-2017 10:09:59,1,multiples,571.352138,1,0.364562,NaN,NaN,1,0.477083,NaN,NaN,1,0.44106,NaN,NaN,0.252001,NaN,NaN
P1706,2,10,35.053,-122.567,18-Jun-2017 10:09:59,1,nauplii,101702.108981,179,0.460583,0.458741,0.457345,179,0.677815,0.671917,0.668171,179,2.578424,2.486236,2.437688,262.231173,251.434976,245.132483
P1706,2,10,35.053,-122.567,18-Jun-2017 10:09:59,1,ostracods,2856.760691,5,0.373817,0.339151,0.329487,5,0.525625,0.506771,0.486806,5,0.77179,0.698714,0.62629,2.204819,1.596846,1.073497
P1706,2,10,35.053,-122.567,18-Jun-2017 10:09:59,1,others,18968.890988,35,0.357052,0.35171,0.350719,35,0.920291,0.89878,0.915769,35,0.62294,0.47042,0.462944,11.816472,8.654566,8.490587
P1706,2,10,35.053,-122.567,18-Jun-2017 10:09:59,1,polychaete,57.135214,1,3.340749,NaN,NaN,1,5.330208,NaN,NaN,1,78.228703,NaN,NaN,4.469614,NaN,NaN
P1706,2,10,35.053,-122.567,18-Jun-2017 10:09:59,1,pteropoda,19483.107913,35,0.345881,0.341852,0.33967,35,0.435374,0.430167,0.426434,35,0.989135,0.936383,0.899482,19.271428,17.708648,16.496868
P1706,2,10,35.053,-122.567,18-Jun-2017 10:09:59,1,pyrosomes,27.139227,19,9.558808,9.036942,8.628628,19,13.844134,13.067882,12.247794,19,2212.253188,1948.607017,1676.217355,60.03884,50.100335,40.702691
P1706,2,10,35.053,-122.567,18-Jun-2017 10:09:59,1,rhizaria,12684.017468,24,0.381029,0.380604,0.38484,24,0.454392,0.458776,0.44967,24,0.549476,0.547192,0.528982,6.969565,6.627949,6.105146
P1706,2,10,35.053,-122.567,18-Jun-2017 10:09:59,1,salps,57.135214,1,5.104206,NaN,NaN,1,6.054167,NaN,NaN,1,54.722152,NaN,NaN,3.126562,NaN,NaN
P1706,2,11,35.123,-122.612,18-Jun-2017 12:08:00,1,All Classes,299878.51169,1963,0.51293,0.709624,0.70764,1963,0.921821,1.237139,1.234165,1963,4.517331,38.89143,38.278166,1354.650519,11655.767403,11470.265219
P1706,2,11,35.123,-122.612,18-Jun-2017 12:08:00,1,All Copepods,172837.64662,1091,0.507538,0.529408,0.527818,1091,0.951754,0.996381,0.992132,1091,2.677851,3.435318,3.292895,462.833473,593.139611,567.96156
P1706,2,11,35.123,-122.612,18-Jun-2017 12:08:00,1,All Calanoid Copepods,130253.618209,829,0.538469,0.560974,0.560458,829,0.99558,1.041404,1.040012,829,3.119141,3.816793,3.769742,406.279337,496.980868,490.686356
P1706,2,11,35.123,-122.612,18-Jun-2017 12:08:00,1,All Non-Calanoid Copepods,42584.02841,262,0.412928,0.410211,0.409159,262,0.8177,0.810278,0.806066,262,1.32806,1.30571,1.282069,56.554136,55.369522,54.138303
P1706,2,11,35.123,-122.612,18-Jun-2017 12:08:00,1,appendicularia,18683.463774,152,0.788881,0.864875,0.857383,152,1.931076,2.152811,2.128694,152,5.82198,8.324404,7.901697,108.774756,155.157517,145.869358
P1706,2,11,35.123,-122.612,18-Jun-2017 12:08:00,1,bryozoan_larvae,579.677874,4,0.491734,0.526456,0.512833,4,0.597676,0.638657,0.642188,4,1.140176,1.371947,1.262498,0.660935,0.550584,0.281478
P1706,2,11,35.123,-122.612,18-Jun-2017 12:08:00,1,chaetognatha,1828.214832,26,1.474847,1.87808,1.713978,26,4.292073,6.114271,5.367014,26,27.309658,48.236163,33.602749,49.927921,86.035189,53.941209
P1706,2,11,35.123,-122.612,18-Jun-2017 12:08:00,1,cnidaria_ctenophores,490.496662,5,1.079979,1.053993,0.884748,5,1.574716,1.521458,1.187847,5,26.881116,26.484101,21.615007,13.185098,11.809421,5.782958
P1706,2,11,35.123,-122.612,18-Jun-2017 12:08:00,1,copepoda_calanoida,130119.846392,826,0.537553,0.560151,0.558079,826,0.993177,1.03871,1.033121,826,3.069993,3.81763,3.628847,399.467075,496.068504,470.890453
P1706,2,11,35.123,-122.612,18-Jun-2017 12:08:00,1,copepoda_eucalanids,133.771817,3,1.429046,1.614478,1.730108,3,3.332639,2.947396,2.83125,3,50.924493,35.620265,32.10393,6.812262,3.176658,1.431534
P1706,2,11,35.123,-122.612,18-Jun-2017 12:08:00,1,copepoda_harpacticoida,178.362423,1,0.625284,NaN,NaN,1,2.219792,NaN,NaN,1,2.528559,NaN,NaN,0.451,NaN,NaN
P1706,2,11,35.123,-122.612,18-Jun-2017 12:08:00,1,copepoda_oithona_like,34736.081813,212,0.393737,0.389487,0.388087,212,0.798226,0.788897,0.784543,212,1.190204,1.137583,1.109137,41.343019,39.312258,38.131429
P1706,2,11,35.123,-122.612,18-Jun-2017 12:08:00,1,copepoda_others,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1706,2,11,35.123,-122.612,18-Jun-2017 12:08:00,1,copepoda_poecilostomatoids,7669.584174,49,0.494908,0.506935,0.503469,49,0.873292,0.884927,0.874244,49,1.9245,1.971634,1.899664,14.760117,14.769944,13.891975
P1706,2,11,35.123,-122.612,18-Jun-2017 12:08:00,1,crustacea_others,89.181211,2,1.877784,1.414435,NaN,2,6.494792,2.327083,NaN,2,349.425813,691.180218,NaN,31.162217,30.820145,NaN
P1706,2,11,35.123,-122.612,18-Jun-2017 12:08:00,1,doliolids,178.362423,1,1.276806,NaN,NaN,1,1.827083,NaN,NaN,1,1.849469,NaN,NaN,0.329876,NaN,NaN
P1706,2,11,35.123,-122.612,18-Jun-2017 12:08:00,1,eggs,50209.021979,289,0.415662,0.415956,0.416302,289,0.478366,0.476844,0.475475,289,8.358094,8.214237,8.077173,419.651708,410.963704,402.665613
P1706,2,11,35.123,-122.612,18-Jun-2017 12:08:00,1,euphausiids,6510.228427,50,0.711846,0.771641,0.747072,50,1.323052,1.504944,1.454423,50,1.78997,2.738586,2.353366,11.653114,17.34036,14.481446
P1706,2,11,35.123,-122.612,18-Jun-2017 12:08:00,1,multiples,1426.899381,8,0.592266,0.625066,0.649742,8,1.20612,1.282887,1.211632,8,2.153425,2.399055,2.630644,3.072721,2.995309,2.815248
P1706,2,11,35.123,-122.612,18-Jun-2017 12:08:00,1,nauplii,23900.564637,149,0.468404,0.466249,0.466564,149,0.696053,0.690699,0.687401,149,2.621944,2.57501,2.537539,62.665941,61.084905,59.743402
P1706,2,11,35.123,-122.612,18-Jun-2017 12:08:00,1,ostracods,1426.899381,8,0.401919,0.357336,0.336932,8,0.541927,0.471726,0.445833,8,1.063285,0.611495,0.515845,1.5172,0.763474,0.552045
P1706,2,11,35.123,-122.612,18-Jun-2017 12:08:00,1,others,7758.765386,48,0.409007,0.438186,0.426842,48,0.780238,0.797763,0.786741,48,0.990912,1.249668,1.102574,7.688252,9.472991,8.1613
P1706,2,11,35.123,-122.612,18-Jun-2017 12:08:00,1,polychaete,356.724845,2,0.748838,0.451113,NaN,2,1.267708,1.795833,NaN,2,11.208716,17.341169,NaN,3.998427,3.093013,NaN
P1706,2,11,35.123,-122.612,18-Jun-2017 12:08:00,1,pteropoda,5038.73844,32,0.356172,0.354572,0.350416,32,0.437196,0.434673,0.428356,32,1.073546,1.031174,0.959454,5.409316,5.149836,4.620527
P1706,2,11,35.123,-122.612,18-Jun-2017 12:08:00,1,pyrosomes,133.771817,41,6.80402,10.37074,10.51736,41,9.443681,14.815272,15.031232,41,1249.576292,2328.19827,2296.613446,167.158091,306.256524,296.981415
P1706,2,11,35.123,-122.612,18-Jun-2017 12:08:00,1,rhizaria,8429.854001,55,0.37799,0.374064,0.372647,55,0.504322,0.479647,0.473758,55,0.58856,0.538902,0.528729,4.961472,4.446741,4.339226
P1706,2,11,35.123,-122.612,18-Jun-2017 12:08:00,1,salps,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1706,3,1,33.823,-122.715,22-Jun-2017 18:13:00,1,All Classes,47862.556335,427,0.638882,1.303088,1.24154,427,1.26424,2.272929,2.178035,427,9.620477,157.026219,129.336387,460.46061,7490.979648,6149.686804
P1706,3,1,33.823,-122.715,22-Jun-2017 18:13:00,1,All Copepods,38979.54772,269,0.577765,0.68706,0.679021,269,1.13178,1.385485,1.367262,269,4.727298,12.701377,11.939197,184.26795,493.096309,461.628985
P1706,3,1,33.823,-122.715,22-Jun-2017 18:13:00,1,All Calanoid Copepods,33789.404584,236,0.584765,0.671074,0.670328,236,1.154698,1.35459,1.352902,236,5.037176,10.85898,10.788165,170.203186,365.210585,362.693199
P1706,3,1,33.823,-122.715,22-Jun-2017 18:13:00,1,All Non-Calanoid Copepods,5190.143136,33,0.53219,0.521742,0.510824,33,0.982576,0.950651,0.927487,33,2.709899,2.445899,2.240241,14.064764,12.309884,10.922494
P1706,3,1,33.823,-122.715,22-Jun-2017 18:13:00,1,appendicularia,327.136295,3,0.614914,0.498439,0.630235,3,1.948618,1.694792,1.877083,3,7.752939,2.846794,3.81189,2.536268,0.483554,0.047962
P1706,3,1,33.823,-122.715,22-Jun-2017 18:13:00,1,bryozoan_larvae,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1706,3,1,33.823,-122.715,22-Jun-2017 18:13:00,1,chaetognatha,1126.103783,32,1.372375,2.449832,2.469611,32,5.061592,9.395051,9.476065,32,33.465569,89.812367,88.459298,37.685704,100.008012,97.388331
P1706,3,1,33.823,-122.715,22-Jun-2017 18:13:00,1,cnidaria_ctenophores,824.131819,8,1.326496,1.672971,1.577087,8,2.578833,3.028164,3.057452,8,41.192195,47.267517,47.668497,33.947799,31.520568,31.188191
P1706,3,1,33.823,-122.715,22-Jun-2017 18:13:00,1,copepoda_calanoida,33606.963189,233,0.579768,0.674989,0.666468,233,1.136997,1.354044,1.334729,233,4.498969,10.94532,10.210596,151.196689,367.701246,341.412766
P1706,3,1,33.823,-122.715,22-Jun-2017 18:13:00,1,copepoda_eucalanids,182.441395,3,1.505227,1.624556,1.306329,3,4.415338,6.697029,5.865625,3,104.178645,279.769663,200.075736,19.006497,47.52146,2.517386
P1706,3,1,33.823,-122.715,22-Jun-2017 18:13:00,1,copepoda_harpacticoida,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1706,3,1,33.823,-122.715,22-Jun-2017 18:13:00,1,copepoda_oithona_like,786.385324,5,0.453015,0.358986,0.373298,5,1.067917,0.833854,0.862153,5,3.224812,1.241544,1.341601,2.535945,0.781066,0.633009
P1706,3,1,33.823,-122.715,22-Jun-2017 18:13:00,1,copepoda_others,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1706,3,1,33.823,-122.715,22-Jun-2017 18:13:00,1,copepoda_poecilostomatoids,4403.757812,28,0.546329,0.534469,0.521941,28,0.967336,0.941358,0.921675,28,2.61795,2.388196,2.240377,11.528819,10.141429,9.16136
P1706,3,1,33.823,-122.715,22-Jun-2017 18:13:00,1,crustacea_others,2094.930502,17,0.555759,0.68706,0.671051,17,0.785301,0.968375,0.945074,17,2.327669,1.549863,1.19979,4.876306,3.003098,2.309681
P1706,3,1,33.823,-122.715,22-Jun-2017 18:13:00,1,doliolids,25.16433,2,3.18073,4.629236,NaN,2,4.123958,1.982292,NaN,2,16.469966,2.227307,NaN,0.414456,0.028024,NaN
P1706,3,1,33.823,-122.715,22-Jun-2017 18:13:00,1,eggs,232.770056,7,0.610996,1.060338,1.104139,7,0.690456,1.143274,1.189268,7,72.98637,119.000167,112.697474,16.989041,26.202396,23.396641
P1706,3,1,33.823,-122.715,22-Jun-2017 18:13:00,1,euphausiids,12.582165,1,1.810986,NaN,NaN,1,3.875,NaN,NaN,1,28.069729,NaN,NaN,0.353178,NaN,NaN
P1706,3,1,33.823,-122.715,22-Jun-2017 18:13:00,1,multiples,314.554129,2,0.906714,0.930865,NaN,2,3.05625,4.029167,NaN,2,7.31539,7.914316,NaN,2.301086,1.24474,NaN
P1706,3,1,33.823,-122.715,22-Jun-2017 18:13:00,1,nauplii,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
