studyName,"Datetime GMT","Latitude (º)","Longitude (º)",Cycle,Sample,Event,Cast,Bottle,"Assoc. Bottle 1","Assoc. Bottle 2","Assoc. Bottle 3","Nominal Depth (m)","Actual Depth (m)","Phosphate (µmol/L)","Silicic Acid (µmol/L)","Nitrite (µmol/L)","Nitrate (µmol/L)","Ammonium (µmol/L)","Bottle Note","Nutrient Sample Note","Nutrient Analysis Note"
P1706,"2017-06-08 13:27:10",35.13,-121.55,Transect1,transect,187,13,11,12,,,30,30,1.12,14.01,0.26,13.25,0.40,,"T1 - Sta 10",
P1706,"2017-06-08 13:27:10",35.13,-121.55,Transect1,transect,187,13,9,10,,,40,40,1.27,15.84,0.26,15.14,0.41,,"T1 - Sta 10",
P1706,"2017-06-08 13:27:10",35.13,-121.55,Transect1,transect,187,13,7,8,,,50,50,1.39,16.75,0.14,17.36,0.15,,"T1 - Sta 10",
P1706,"2017-06-08 13:27:10",35.13,-121.55,Transect1,transect,187,13,5,6,,,75,75,1.71,23.73,0.19,22.68,0.10,,"T1 - Sta 10",
P1706,"2017-06-08 13:27:10",35.13,-121.55,Transect1,transect,187,13,3,4,,,100,100,2.18,30.83,0.06,27.44,0.00,,"T1 - Sta 10",
P1706,"2017-06-08 14:59:04",35.16,-121.56,Transect1,transect,194,14,17,18,19,,0,2,0.36,3.48,0.10,1.54,0.00,,"T1 - Sta 11",
P1706,"2017-06-08 14:59:04",35.16,-121.56,Transect1,transect,194,14,15,16,,,10,9,0.50,4.71,0.19,3.60,0.00,,"T1 - Sta 11",
P1706,"2017-06-08 14:59:04",35.16,-121.56,Transect1,transect,194,14,13,14,,,22,18,1.00,10.13,0.37,11.20,0.03,,"T1 - Sta 11",
P1706,"2017-06-08 14:59:04",35.16,-121.56,Transect1,transect,194,14,11,12,,,30,30,1.19,13.92,0.22,14.43,0.28,,"T1 - Sta 11",
P1706,"2017-06-08 14:59:04",35.16,-121.56,Transect1,transect,194,14,9,10,,,40,40,1.34,16.69,0.28,16.25,0.55,,"T1 - Sta 11",
P1706,"2017-06-08 14:59:04",35.16,-121.56,Transect1,transect,194,14,7,8,,,50,50,1.40,17.69,0.28,17.36,0.54,,"T1 - Sta 11",
P1706,"2017-06-08 14:59:04",35.16,-121.56,Transect1,transect,194,14,5,6,,,75,75,1.78,24.37,0.38,22.52,0.20,,"T1 - Sta 11",
P1706,"2017-06-08 14:59:04",35.16,-121.56,Transect1,transect,194,14,3,4,,,100,100,1.92,28.90,0.04,25.87,0.01,,"T1 - Sta 11",
P1706,"2017-06-09 09:18:03",35.07,-121.09,Cycle1,"2 am",204,15,21,22,23,24,2,3,0.89,11.00,0.27,10.41,0.35,,"2am cast",
P1706,"2017-06-09 09:18:03",35.07,-121.09,Cycle1,"2 am",204,15,17,18,19,20,8,8,1.02,11.87,0.29,11.24,0.57,,"2am cast",
P1706,"2017-06-09 09:18:03",35.07,-121.09,Cycle1,"2 am",204,15,13,14,15,16,12,12,1.17,12.84,0.32,12.57,0.85,,"2am cast",
P1706,"2017-06-09 09:18:03",35.07,-121.09,Cycle1,"2 am",204,15,9,10,11,12,20,20,1.32,14.34,0.36,14.12,1.24,,"2am cast",
P1706,"2017-06-09 09:18:03",35.07,-121.09,Cycle1,"2 am",204,15,6,7,8,,25,25,1.44,15.57,0.39,15.14,1.45,,"2am cast",
P1706,"2017-06-09 09:18:03",35.07,-121.09,Cycle1,"2 am",204,15,3,4,5,,30,30,1.59,18.26,0.45,17.50,0.95,,"2am cast",
P1706,"2017-06-09 09:18:03",35.07,-121.09,Cycle1,"2 am",204,15,2,,,,40,40,1.79,21.42,0.55,20.05,1.01,,"2am cast",
P1706,"2017-06-09 09:18:03",35.07,-121.09,Cycle1,"2 am",204,15,1,,,,50,50,1.93,25.50,0.68,22.74,1.03,,"2am cast",
P1706,"2017-06-09 18:01:09",35.06,-121.11,Cycle1,noon,216,16,22,23,24,,0,3,0.68,8.88,0.23,7.77,0.30,,"11am cast",
P1706,"2017-06-09 18:01:09",35.06,-121.11,Cycle1,noon,216,16,19,20,21,,7,8,0.89,10.11,0.27,10.75,0.33,,"11am cast",
P1706,"2017-06-09 18:01:09",35.06,-121.11,Cycle1,noon,216,16,17,16,18,,20,20,1.18,13.04,0.36,13.06,1.24,,"11am cast",
P1706,"2017-06-09 18:01:09",35.06,-121.11,Cycle1,noon,216,16,15,14,,,30,30,1.51,16.56,0.43,16.13,2.11,,"11am cast",
P1706,"2017-06-09 18:01:09",35.06,-121.11,Cycle1,noon,216,16,13,12,,,40,40,1.61,18.38,0.48,17.55,1.98,,"11am cast",
P1706,"2017-06-09 18:01:09",35.06,-121.11,Cycle1,noon,216,16,11,10,,,50,50,1.78,21.99,0.58,20.29,1.62,,"11am cast",
P1706,"2017-06-09 18:01:09",35.06,-121.11,Cycle1,noon,216,16,9,8,,,75,76,1.93,25.24,0.49,23.89,0.46,,"11am cast",
P1706,"2017-06-09 18:01:09",35.06,-121.11,Cycle1,noon,216,16,7,6,,,100,102,1.91,27.45,0.15,25.28,0.06,,"11am cast",
P1706,"2017-06-09 18:01:09",35.06,-121.11,Cycle1,noon,216,16,4,5,,,150,151,1.91,30.85,0.15,26.06,0.05,,"11am cast",
P1706,"2017-06-09 18:01:09",35.06,-121.11,Cycle1,noon,216,16,1,,,,400,402,2.63,47.35,0.05,33.16,0.07,,"11am cast",
P1706,"2017-06-10 09:01:53",35.05,-121.14,Cycle1," 2 am",233,19,21,22,23,24,2,4,0.45,5.72,0.21,5.31,0.23,,"2am cast",
P1706,"2017-06-10 09:01:53",35.05,-121.14,Cycle1," 2 am",233,19,17,18,19,20,5,5,0.47,5.76,0.21,5.36,0.23,,"2am cast",
P1706,"2017-06-10 09:01:53",35.05,-121.14,Cycle1," 2 am",233,19,13,14,15,16,8,8,0.45,5.71,0.21,5.24,0.21,,"2am cast",
P1706,"2017-06-10 09:01:53",35.05,-121.14,Cycle1," 2 am",233,19,9,10,11,12,12,12,0.46,5.72,0.22,5.23,0.23,,"2am cast",
P1706,"2017-06-10 09:01:53",35.05,-121.14,Cycle1," 2 am",233,19,6,7,8,,20,20,0.85,9.84,0.30,10.09,0.45,,"2am cast",
P1706,"2017-06-10 09:01:53",35.05,-121.14,Cycle1," 2 am",233,19,3,4,5,,25,25,1.30,13.90,0.39,14.02,1.00,,"2am cast",
P1706,"2017-06-10 09:01:53",35.05,-121.14,Cycle1," 2 am",233,19,2,,,,35,36,1.53,16.99,0.47,16.10,1.58,,"2am cast",
P1706,"2017-06-10 09:01:53",35.05,-121.14,Cycle1," 2 am",233,19,1,,,,50,51,1.89,23.42,0.61,21.11,1.41,,"2am cast",
P1706,"2017-06-10 18:02:35",35.01,-121.16,Cycle1,noon,246,20,23,22,24,,0,3,0.36,4.72,0.21,4.15,0.22,,"11am cast",
P1706,"2017-06-10 18:02:35",35.01,-121.16,Cycle1,noon,246,20,20,19,21,,10,10,0.42,5.26,0.22,5.02,0.39,,"11am cast",
P1706,"2017-06-10 18:02:35",35.01,-121.16,Cycle1,noon,246,20,17,16,18,,15,16,1.03,11.34,0.37,10.91,1.76,,"11am cast",
P1706,"2017-06-10 18:02:35",35.01,-121.16,Cycle1,noon,246,20,15,14,,,25,25,1.34,14.70,0.45,13.96,1.94,,"11am cast",
P1706,"2017-06-10 18:02:35",35.01,-121.16,Cycle1,noon,246,20,13,12,,,35,35,1.53,17.60,0.50,16.36,2.09,,"11am cast",
P1706,"2017-06-10 18:02:35",35.01,-121.16,Cycle1,noon,246,20,11,10,,,45,45,1.61,19.22,0.53,17.91,2.04,,"11am cast",
P1706,"2017-06-10 18:02:35",35.01,-121.16,Cycle1,noon,246,20,9,8,,,55,59,1.90,24.88,0.66,22.93,1.45,,"11am cast",
P1706,"2017-06-10 18:02:35",35.01,-121.16,Cycle1,noon,246,20,7,6,,,70,72,1.98,26.93,0.53,24.92,0.20,,"11am cast",
P1706,"2017-06-10 18:02:35",35.01,-121.16,Cycle1,noon,246,20,5,4,,,100,102,1.84,27.51,0.22,25.38,0.01,,"11am cast",
P1706,"2017-06-11 09:02:12",34.95,-121.18,Cycle1,"2 am",262,22,21,22,23,24,2,3,0.51,5.84,0.24,5.72,0.51,,"2am cast",
P1706,"2017-06-11 09:02:12",34.95,-121.18,Cycle1,"2 am",262,22,17,18,19,20,5,5,0.53,5.82,0.23,5.71,0.48,,"2am cast",
P1706,"2017-06-11 09:02:12",34.95,-121.18,Cycle1,"2 am",262,22,13,14,15,16,8,8,0.51,5.72,0.23,5.56,0.45,,"2am cast",
P1706,"2017-06-11 09:02:12",34.95,-121.18,Cycle1,"2 am",262,22,9,10,11,12,12,12,0.52,5.82,0.24,5.63,0.42,,"2am cast",
P1706,"2017-06-11 09:02:12",34.95,-121.18,Cycle1,"2 am",262,22,6,7,8,,20,20,0.55,6.04,0.24,5.79,0.38,,"2am cast",
P1706,"2017-06-11 09:02:12",34.95,-121.18,Cycle1,"2 am",262,22,3,4,5,,25,25,0.56,6.18,0.24,5.97,0.41,,"2am cast",
P1706,"2017-06-11 09:02:12",34.95,-121.18,Cycle1,"2 am",262,22,2,,,,35,36,1.46,15.71,0.44,15.24,1.27,,"2am cast",
P1706,"2017-06-11 09:02:12",34.95,-121.18,Cycle1,"2 am",262,22,1,,,,50,51,1.59,19.06,0.53,17.51,1.48,,"2am cast",
P1706,"2017-06-11 18:00:13",34.91,-121.18,Cycle1,noon,270,23,23,22,24,,0,3,0.45,4.62,0.25,5.02,0.36,,"11am cast",
P1706,"2017-06-11 18:00:13",34.91,-121.18,Cycle1,noon,270,23,20,19,21,,10,11,0.51,5.18,0.26,5.75,0.48,,"11am cast",
P1706,"2017-06-11 18:00:13",34.91,-121.18,Cycle1,noon,270,23,17,16,18,,20,21,0.80,7.87,0.31,8.49,1.39,,"11am cast",
P1706,"2017-06-11 18:00:13",34.91,-121.18,Cycle1,noon,270,23,15,14,,,30,31,1.21,12.25,0.40,12.16,2.35,,"11am cast",
P1706,"2017-06-11 18:00:13",34.91,-121.18,Cycle1,noon,270,23,13,12,,,40,41,1.37,14.33,0.43,13.67,2.51,,"11am cast",
P1706,"2017-06-11 18:00:13",34.91,-121.18,Cycle1,noon,270,23,11,10,,,50,51,1.33,14.10,0.43,13.63,2.57,,"11am cast",
P1706,"2017-06-11 18:00:13",34.91,-121.18,Cycle1,noon,270,23,9,8,,,70,70,1.47,15.93,0.45,14.79,2.56,,"11am cast",
P1706,"2017-06-11 18:00:13",34.91,-121.18,Cycle1,noon,270,23,7,6,,,100,101,1.89,24.01,0.34,23.52,0.46,,"11am cast",
P1706,"2017-06-11 18:00:13",34.91,-121.18,Cycle1,noon,270,23,5,4,,,150,153,2.09,31.59,0.18,27.12,0.05,,"11am cast",
P1706,"2017-06-11 18:00:13",34.91,-121.18,Cycle1,noon,270,23,1,,,,450,451,3.10,73.22,0.14,37.56,0.02,,"11am cast",
P1706,"2017-06-12 09:01:52",34.87,-121.15,Cycle1,"2 am",281,24,23,22,24,,2,3,0.55,5.16,0.28,6.62,0.85,,"2am cast - PC filter",
P1706,"2017-06-12 09:01:52",34.87,-121.15,Cycle1,"2 am",281,24,21,20,,,12,12,0.59,5.92,0.28,6.94,0.77,,"2am cast - PC filter",
P1706,"2017-06-12 09:01:52",34.87,-121.15,Cycle1,"2 am",281,24,19,18,,,20,20,0.58,5.57,0.29,6.83,0.82,,"2am cast - PC filter",
P1706,"2017-06-12 09:01:52",34.87,-121.15,Cycle1,"2 am",281,24,17,16,,,30,30,0.96,10.57,0.29,11.46,0.82,,"2am cast - PC filter",
P1706,"2017-06-12 09:01:52",34.87,-121.15,Cycle1,"2 am",281,24,15,14,,,40,40,1.57,19.41,0.32,19.51,0.62,,"2am cast - PC filter",
P1706,"2017-06-12 09:01:52",34.87,-121.15,Cycle1,"2 am",281,24,13,12,,,50,50,1.78,21.93,0.47,21.43,0.55,,"2am cast - PC filter",
P1706,"2017-06-12 09:01:52",34.87,-121.15,Cycle1,"2 am",281,24,11,10,,,75,75,1.87,24.46,0.55,23.53,0.27,,"2am cast - PC filter",
P1706,"2017-06-13 09:00:36",34.73,-121.71,Cycle2,"2 am",300,25,21,22,23,24,2,3,0.59,1.28,0.32,6.72,0.53,,"2am cast",
P1706,"2017-06-13 09:00:36",34.73,-121.71,Cycle2,"2 am",300,25,17,18,19,20,5,5,0.62,1.63,0.33,6.94,0.50,,"2am cast",
P1706,"2017-06-13 09:00:36",34.73,-121.71,Cycle2,"2 am",300,25,13,14,15,16,8,8,0.63,1.54,0.33,6.84,0.52,,"2am cast",
P1706,"2017-06-13 09:00:36",34.73,-121.71,Cycle2,"2 am",300,25,9,10,11,12,12,13,0.60,1.44,0.33,6.82,0.47,,"2am cast",
P1706,"2017-06-13 09:00:36",34.73,-121.71,Cycle2,"2 am",300,25,6,7,8,,20,20,0.66,2.26,0.33,7.19,0.63,,"2am cast",
P1706,"2017-06-13 09:00:36",34.73,-121.71,Cycle2,"2 am",300,25,3,4,5,,25,25,1.16,10.66,0.38,11.47,1.82,,"2am cast",
P1706,"2017-06-13 09:00:36",34.73,-121.71,Cycle2,"2 am",300,25,2,,,,35,36,1.66,19.35,0.47,18.98,0.91,,"2am cast",
P1706,"2017-06-13 09:00:36",34.73,-121.71,Cycle2,"2 am",300,25,1,,,,50,51,1.92,25.48,0.62,23.95,0.13,,"2am cast",
P1706,"2017-06-13 17:58:47",34.73,-121.79,Cycle2,noon,312,26,23,22,24,,0,3,0.73,3.58,0.35,7.94,0.87,,"11am cast",
P1706,"2017-06-13 17:58:47",34.73,-121.79,Cycle2,noon,312,26,20,19,21,,12,13,0.75,4.05,0.35,8.33,0.80,,"11am cast",
P1706,"2017-06-13 17:58:47",34.73,-121.79,Cycle2,noon,312,26,17,16,18,,18,17,1.03,8.39,0.39,11.13,1.55,,"11am cast",
P1706,"2017-06-13 17:58:47",34.73,-121.79,Cycle2,noon,312,26,15,14,,,28,29,1.65,19.69,0.54,18.87,1.93,,"11am cast",
P1706,"2017-06-13 17:58:47",34.73,-121.79,Cycle2,noon,312,26,13,12,,,38,39,1.72,20.73,0.56,20.05,1.50,,"11am cast",
P1706,"2017-06-13 17:58:47",34.73,-121.79,Cycle2,noon,312,26,11,10,,,48,49,1.83,22.21,0.58,21.39,1.31,,"11am cast",
P1706,"2017-06-13 17:58:47",34.73,-121.79,Cycle2,noon,312,26,9,8,,,70,71,1.98,27.26,0.14,25.47,0.09,,"11am cast",
P1706,"2017-06-13 17:58:47",34.73,-121.79,Cycle2,noon,312,26,7,6,,,100,101,2.20,31.73,0.07,27.43,0.00,,"11am cast",
P1706,"2017-06-13 17:58:47",34.73,-121.79,Cycle2,noon,312,26,5,,,,125,126,2.28,33.60,0.06,28.66,0.00,,"11am cast",
P1706,"2017-06-13 17:58:47",34.73,-121.79,Cycle2,noon,312,26,1,2,3,,500,501,2.95,62.00,0.02,37.60,0.00,,"11am cast",
P1706,"2017-06-14 09:06:17",34.72,-121.92,Cycle2,"2 am",328,29,21,22,23,24,2,3,0.78,3.49,0.35,8.18,0.72,,"2am cast",
P1706,"2017-06-14 09:06:17",34.72,-121.92,Cycle2,"2 am",328,29,17,18,19,20,8,8,0.81,4.30,0.35,8.56,0.70,,"2am cast",
P1706,"2017-06-14 09:06:17",34.72,-121.92,Cycle2,"2 am",328,29,13,14,15,16,12,12,0.79,3.74,0.35,8.28,0.72,,"2am cast",
P1706,"2017-06-14 09:06:17",34.72,-121.92,Cycle2,"2 am",328,29,9,10,11,12,20,21,0.79,3.67,0.35,8.26,0.53,,"2am cast",
P1706,"2017-06-14 09:06:17",34.72,-121.92,Cycle2,"2 am",328,29,6,7,8,,30,30,0.80,3.89,0.35,8.33,0.14,,"2am cast",
P1706,"2017-06-14 09:06:17",34.72,-121.92,Cycle2,"2 am",328,29,3,4,5,,40,40,0.84,4.67,0.36,8.83,0.46,,"2am cast",
P1706,"2017-06-14 09:06:17",34.72,-121.92,Cycle2,"2 am",328,29,2,,,,50,50,1.52,17.35,0.44,17.25,0.27,,"2am cast",
P1706,"2017-06-14 09:06:17",34.72,-121.92,Cycle2,"2 am",328,29,1,,,,75,75,2.12,28.75,0.28,26.00,0.06,,"2am cast",
P1706,"2017-06-14 17:00:15",34.75,-122.01,Cycle2,noon,341,30,23,22,24,,2,3,0.82,4.29,0.37,8.68,0.80,,"11am cast",
P1706,"2017-06-14 17:00:15",34.75,-122.01,Cycle2,noon,341,30,21,20,19,,12,14,0.78,3.88,0.36,8.34,0.83,,"11am cast",
P1706,"2017-06-14 17:00:15",34.75,-122.01,Cycle2,noon,341,30,17,16,18,,20,20,0.80,3.90,0.36,8.37,0.71,,"11am cast",
P1706,"2017-06-14 17:00:15",34.75,-122.01,Cycle2,noon,341,30,15,14,,,28,29,1.30,11.96,0.43,13.72,1.97,,"11am cast",
P1706,"2017-06-14 17:00:15",34.75,-122.01,Cycle2,noon,341,30,13,12,,,38,38,1.58,17.24,0.43,17.93,1.34,,"11am cast",
P1706,"2017-06-14 17:00:15",34.75,-122.01,Cycle2,noon,341,30,11,10,,,48,49,1.66,18.94,0.45,19.36,0.83,,"11am cast",
P1706,"2017-06-14 17:00:15",34.75,-122.01,Cycle2,noon,341,30,9,8,,,70,72,2.15,29.13,0.18,26.40,0.03,,"11am cast",
P1706,"2017-06-14 17:00:15",34.75,-122.01,Cycle2,noon,341,30,7,6,,,100,102,2.30,31.42,0.09,27.92,0.02,,"11am cast",
P1706,"2017-06-14 17:00:15",34.75,-122.01,Cycle2,noon,341,30,3,,,,500,500,3.13,66.94,0.02,38.75,0.00,,"11am cast",
P1706,"2017-06-14 17:00:15",34.75,-122.01,Cycle2,noon,341,30,1,,,,800,799,,,,,,,"11am cast.  This sample came from the surface",
P1706,"2017-06-15 09:00:23",34.72,-122.14,Cycle2,"2 am",352,31,21,22,23,24,2,3,0.75,3.51,0.36,7.79,0.65,,"2am cast",
P1706,"2017-06-15 09:00:23",34.72,-122.14,Cycle2,"2 am",352,31,17,18,19,20,8,8,0.75,3.39,0.35,7.72,0.61,,"2am cast",
P1706,"2017-06-15 09:00:23",34.72,-122.14,Cycle2,"2 am",352,31,13,14,15,16,12,12,0.75,3.39,0.35,7.81,0.59,,"2am cast",
P1706,"2017-06-15 09:00:23",34.72,-122.14,Cycle2,"2 am",352,31,9,10,11,12,20,20,0.77,3.50,0.35,7.81,0.63,,"2am cast",
P1706,"2017-06-15 09:00:23",34.72,-122.14,Cycle2,"2 am",352,31,6,7,8,,25,25,0.72,3.43,0.35,7.83,0.58,,"2am cast",
P1706,"2017-06-15 09:00:23",34.72,-122.14,Cycle2,"2 am",352,31,3,4,5,,35,35,1.18,10.02,0.49,11.73,1.57,,"2am cast",
P1706,"2017-06-15 09:00:23",34.72,-122.14,Cycle2,"2 am",352,31,2,,,,50,50,1.71,19.83,0.69,19.95,1.14,,"2am cast",
P1706,"2017-06-15 09:00:23",34.72,-122.14,Cycle2,"2 am",352,31,1,,,,70,71,1.95,24.95,0.47,23.49,1.41,,"2am cast",
P1706,"2017-06-15 17:56:28",34.74,-122.19,Cycle2,noon,364,32,23,22,24,,0,5,0.78,4.01,0.36,8.04,0.88,,"11am cast",
P1706,"2017-06-15 17:56:28",34.74,-122.19,Cycle2,noon,364,32,21,20,19,,15,15,0.79,4.06,0.36,8.07,0.86,,"11am cast",
P1706,"2017-06-15 17:56:28",34.74,-122.19,Cycle2,noon,364,32,17,18,16,,24,22,0.78,4.16,0.36,8.12,0.88,,"11am cast",
P1706,"2017-06-15 17:56:28",34.74,-122.19,Cycle2,noon,364,32,15,14,,,28,28,1.37,13.09,0.55,14.08,2.04,,"11am cast",
P1706,"2017-06-15 17:56:28",34.74,-122.19,Cycle2,noon,364,32,13,12,,,38,38,1.60,17.79,0.58,18.05,1.19,,"11am cast",
P1706,"2017-06-15 17:56:28",34.74,-122.19,Cycle2,noon,364,32,11,10,,,48,48,1.72,20.57,0.52,20.22,0.46,,"11am cast",
P1706,"2017-06-15 17:56:28",34.74,-122.19,Cycle2,noon,364,32,9,8,,,70,70,1.96,27.02,0.27,24.61,0.12,,"11am cast",
P1706,"2017-06-15 17:56:28",34.74,-122.19,Cycle2,noon,364,32,7,6,,,100,101,1.94,28.99,0.14,25.38,0.06,,"11am cast",
P1706,"2017-06-15 17:56:28",34.74,-122.19,Cycle2,noon,364,32,4,5,,,200,203,2.32,38.66,0.05,29.76,0.01,,"11am cast",
P1706,"2017-06-15 17:56:28",34.74,-122.19,Cycle2,noon,364,32,1,,,,800,801,3.27,97.49,0.01,41.73,0.00,,"11am cast",
P1706,"2017-06-16 09:00:03",34.71,-122.28,Cycle2,"2 am",375,33,21,22,23,24,2,3,0.78,3.92,0.35,7.71,0.72,,"2am cast",
P1706,"2017-06-16 09:00:03",34.71,-122.28,Cycle2,"2 am",375,33,17,18,19,20,8,8,0.79,4.19,0.35,7.80,0.71,,"2am cast",
P1706,"2017-06-16 09:00:03",34.71,-122.28,Cycle2,"2 am",375,33,13,14,15,16,12,12,0.76,3.78,0.36,7.61,0.69,,"2am cast",
P1706,"2017-06-16 09:00:03",34.71,-122.28,Cycle2,"2 am",375,33,10,11,12,,20,20,0.78,3.72,0.36,7.57,0.66,,"2am cast",
P1706,"2017-06-16 09:00:03",34.71,-122.28,Cycle2,"2 am",375,33,6,7,8,,25,25,0.77,3.94,0.36,7.78,0.67,,"2am cast",
P1706,"2017-06-16 09:00:03",34.71,-122.28,Cycle2,"2 am",375,33,3,4,5,,30,30,0.84,5.03,0.36,8.30,0.19,,"2am cast",
P1706,"2017-06-16 09:00:03",34.71,-122.28,Cycle2,"2 am",375,33,2,,,,50,50,1.55,17.00,0.60,17.41,0.64,,"2am cast",
P1706,"2017-06-16 09:00:03",34.71,-122.28,Cycle2,"2 am",375,33,1,,,,70,70,1.86,24.24,0.18,23.62,0.06,,"2am cast",
P1706,"2017-06-16 17:59:17",34.7,-122.3,Cycle2,,385,34,23,22,24,,5,3,0.77,4.28,0.36,7.69,0.98,,"11am cast",
P1706,"2017-06-16 17:59:17",34.7,-122.3,Cycle2,,385,34,21,20,19,,15,15,0.79,4.48,0.36,7.92,0.99,,"11am cast",
P1706,"2017-06-16 17:59:17",34.7,-122.3,Cycle2,,385,34,17,18,16,,22,22,0.79,4.49,0.36,7.89,1.05,,"11am cast",
P1706,"2017-06-16 17:59:17",34.7,-122.3,Cycle2,,385,34,15,14,,,28,28,0.84,5.17,0.36,8.30,1.22,,"11am cast",
P1706,"2017-06-16 17:59:17",34.7,-122.3,Cycle2,,385,34,13,12,11,,44,47,1.57,17.52,0.58,18.13,1.24,,"11am cast",
P1706,"2017-06-16 17:59:17",34.7,-122.3,Cycle2,,385,34,9,10,,,55,55,1.79,21.56,0.39,22.19,0.04,,"11am cast",
P1706,"2017-06-16 17:59:17",34.7,-122.3,Cycle2,,385,34,7,8,,,70,71,1.88,23.41,0.13,23.86,0.07,,"11am cast",
P1706,"2017-06-16 17:59:17",34.7,-122.3,Cycle2,,385,34,5,6,,,100,101,2.12,30.26,0.09,26.60,0.00,,"11am cast",
P1706,"2017-06-16 17:59:17",34.7,-122.3,Cycle2,,385,34,2,,,,450,451,3.04,64.11,0.02,37.67,0.00,,"11am cast",
P1706,"2017-06-16 17:59:17",34.7,-122.3,Cycle2,,385,34,1,,,,800,801,3.28,97.72,0.03,42.61,0.00,,"11am cast",
P1706,"2017-06-17 09:01:15",34.68,-122.35,Cycle2,"2 am",396,36,23,22,24,,2,3,0.83,4.48,0.35,7.68,1.40,,"2am cast - PC filter",
P1706,"2017-06-17 09:01:15",34.68,-122.35,Cycle2,"2 am",396,36,21,20,,,10,10,0.84,5.37,0.35,7.91,1.33,,"2am cast - PC filter",
P1706,"2017-06-17 09:01:15",34.68,-122.35,Cycle2,"2 am",396,36,19,18,,,20,20,0.83,4.67,0.35,7.71,1.34,,"2am cast - PC filter",
P1706,"2017-06-17 09:01:15",34.68,-122.35,Cycle2,"2 am",396,36,17,16,,,30,30,0.83,4.81,0.35,7.79,1.46,,"2am cast - PC filter",
P1706,"2017-06-17 09:01:15",34.68,-122.35,Cycle2,"2 am",396,36,15,14,,,40,40,0.94,6.41,0.36,8.82,1.89,,"2am cast - PC filter",
P1706,"2017-06-17 09:01:15",34.68,-122.35,Cycle2,"2 am",396,36,13,12,,,50,50,1.46,15.00,0.41,15.34,2.14,,"2am cast - PC filter",
P1706,"2017-06-17 09:01:15",34.68,-122.35,Cycle2,"2 am",396,36,11,10,,,60,60,1.63,18.65,0.43,19.66,0.58,,"2am cast - PC filter",
P1706,"2017-06-17 09:01:15",34.68,-122.35,Cycle2,"2 am",396,36,9,8,,,75,75,1.86,23.51,0.37,23.49,0.01,,"2am cast - PC filter",
P1706,"2017-06-18 02:38:44",34.38,-122.16,Transect2,transect,407,37,17,18,19,,0,3,0.51,0.15,0.23,3.66,0.37,,"T2 - Sta 1",
P1706,"2017-06-18 02:38:44",34.38,-122.16,Transect2,transect,407,37,15,16,,,10,11,0.51,0.24,0.23,3.85,0.29,,"T2 - Sta 1",
P1706,"2017-06-18 02:38:44",34.38,-122.16,Transect2,transect,407,37,13,14,,,20,21,0.66,1.04,0.30,5.81,0.70,,"T2 - Sta 1",
P1706,"2017-06-18 02:38:44",34.38,-122.16,Transect2,transect,407,37,11,12,,,30,30,0.71,1.72,0.29,6.39,0.87,,"T2 - Sta 1",
P1706,"2017-06-18 02:38:44",34.38,-122.16,Transect2,transect,407,37,9,10,,,40,39,1.21,11.43,0.32,13.29,1.01,,"T2 - Sta 1",
P1706,"2017-06-18 02:38:44",34.38,-122.16,Transect2,transect,407,37,7,8,,,50,49,1.45,15.33,0.44,16.41,1.22,,"T2 - Sta 1",
P1706,"2017-06-18 02:38:44",34.38,-122.16,Transect2,transect,407,37,5,6,,,75,76,1.68,22.07,0.26,21.15,0.04,,"T2 - Sta 1",
P1706,"2017-06-18 02:38:44",34.38,-122.16,Transect2,transect,407,37,3,4,,,100,100,1.80,26.21,0.07,23.69,0.00,,"T2 - Sta 1",
P1706,"2017-06-18 04:43:20",34.45,-122.2,Transect2,transect,413,38,18,19,20,,0,3,0.48,0.63,0.23,3.73,0.81,,"T2 - Sta 2",
P1706,"2017-06-18 04:43:20",34.45,-122.2,Transect2,transect,413,38,16,17,,,10,11,0.51,0.51,0.24,3.95,0.38,,"T2 - Sta 2",
P1706,"2017-06-18 04:43:20",34.45,-122.2,Transect2,transect,413,38,14,15,,,20,20,0.59,1.11,0.28,5.17,0.64,,"T2 - Sta 2",
P1706,"2017-06-18 04:43:20",34.45,-122.2,Transect2,transect,413,38,12,13,,,30,31,1.08,9.23,0.27,11.16,1.26,,"T2 - Sta 2",
P1706,"2017-06-18 04:43:20",34.45,-122.2,Transect2,transect,413,38,10,11,,,40,41,1.46,16.79,0.27,17.21,0.78,,"T2 - Sta 2",
P1706,"2017-06-18 04:43:20",34.45,-122.2,Transect2,transect,413,38,8,9,,,50,49,1.56,18.41,0.41,18.06,0.97,,"T2 - Sta 2",
P1706,"2017-06-18 04:43:20",34.45,-122.2,Transect2,transect,413,38,6,7,,,75,76,1.73,23.48,0.06,22.44,0.03,,"T2 - Sta 2",
P1706,"2017-06-18 04:43:20",34.45,-122.2,Transect2,transect,413,38,3,5,,,100,100,1.82,26.82,0.06,24.01,0.01,,"T2 - Sta 2",
P1706,"2017-06-18 06:30:20",34.53,-122.25,Transect2,transect,419,39,17,18,19,,0,3,0.45,0.37,0.19,2.82,0.48,,"T2 - Sta 3",
P1706,"2017-06-18 06:30:20",34.53,-122.25,Transect2,transect,419,39,15,16,,,10,11,0.45,0.17,0.19,2.66,0.42,,"T2 - Sta 3",
